,Am,Ba,EE,Ex,Op,Pl,Sr,sr,Za,
OG5_128007,38,0,37,11,26,42,143,0,0,
OG5_141055,66,34,37,17,12,20,206,0,0,
OG5_127606,74,22,44,21,36,46,182,0,3,
OG5_127604,62,1,36,16,26,36,156,0,0,
OG5_129799,44,0,42,19,13,25,174,0,0,
OG5_145027,54,0,26,3,4,25,72,0,0,
OG5_140056,15,0,6,3,2,2,99,0,0,
OG5_130975,41,0,19,7,13,14,75,0,0,
OG5_127608,56,0,37,14,31,46,162,0,0,
OG5_127609,65,0,39,16,21,45,178,0,0,
OG5_128488,47,0,21,13,25,34,83,0,1,
OG5_128485,46,0,18,5,30,31,54,0,0,
OG5_128483,54,0,36,12,29,42,169,0,0,
OG5_128482,55,0,28,13,22,39,170,0,0,
OG5_133959,12,0,4,1,13,4,6,0,0,
OG5_128710,51,0,16,6,20,27,64,0,0,
OG5_129442,62,0,39,22,9,31,167,0,0,
OG5_129443,26,0,10,8,26,0,13,0,0,
OG5_129445,36,0,14,4,25,29,44,0,0,
OG5_135195,42,0,6,1,1,0,9,0,0,
OG5_129996,67,0,16,5,22,3,37,0,0,
OG5_129990,7,0,30,16,13,13,125,0,0,
OG5_128135,75,0,42,15,36,44,190,0,0,
OG5_128137,52,1,33,13,28,33,103,0,3,
OG5_128136,81,0,47,23,30,48,212,0,1,
OG5_128130,34,0,12,9,27,28,96,0,0,
OG5_130810,2,9,3,0,0,7,25,0,0,
OG5_127112,62,66,40,22,31,44,188,0,6,
OG5_171070,81,19,29,4,3,15,102,0,0,
OG5_164059,12,1,3,1,2,14,33,0,9,
OG5_131036,7,264,2,9,0,4,3,0,51,
OG5_127281,48,315,25,11,23,20,76,0,77,
OG5_127287,36,0,31,11,31,30,93,0,0,
OG5_129841,8,0,40,16,12,17,149,0,0,
OG5_128827,57,18,33,13,17,13,138,0,1,
OG5_135024,19,0,1,2,10,2,25,0,0,
OG5_135026,6,0,3,2,10,4,18,0,5,
OG5_129536,36,0,17,9,26,32,119,0,0,
OG5_132045,55,41,21,8,18,19,111,0,10,
OG5_126678,89,513,48,28,47,56,244,0,93,
OG5_134263,53,8,30,13,13,24,142,0,6,
OG5_129198,47,263,37,10,22,13,115,0,9,
OG5_130852,22,0,4,2,10,9,30,0,0,
OG5_128221,40,0,18,17,26,22,103,0,0,
OG5_128223,48,0,44,24,27,38,126,0,0,
OG5_139029,4,0,13,0,0,7,12,0,0,
OG5_126899,49,448,18,3,32,18,126,0,81,
OG5_150057,23,0,7,3,2,17,24,0,0,
OG5_126890,91,0,49,31,54,62,242,0,92,
OG5_126891,79,0,39,18,30,31,191,0,0,
OG5_126896,91,0,47,26,46,52,236,0,85,
OG5_149553,61,0,4,6,11,0,22,0,0,
OG5_131769,17,19,4,2,16,5,11,0,1,
OG5_135807,62,3,16,8,14,4,52,0,1,
OG5_127279,70,0,40,20,34,40,205,0,0,
OG5_127278,82,0,29,18,32,46,167,0,0,
OG5_130543,44,0,21,13,9,15,101,0,0,
OG5_168169,21,15,4,2,2,2,36,0,0,
OG5_140861,8,0,9,5,0,14,1,0,0,
OG5_130148,47,0,6,0,7,0,15,0,0,
OG5_130146,21,0,16,5,1,32,82,0,0,
OG5_127073,41,139,21,14,22,38,133,0,0,
OG5_131367,29,0,8,4,12,3,28,0,0,
OG5_131497,15,0,8,2,6,14,36,0,0,
OG5_130783,40,0,7,3,15,0,13,0,0,
OG5_134686,38,0,15,1,8,3,95,0,0,
OG5_130360,7,0,30,17,16,14,137,0,0,
OG5_138777,44,0,29,3,14,22,139,0,0,
OG5_134442,21,5,26,3,13,12,78,0,0,
OG5_137881,48,5,18,7,6,15,86,0,6,
OG5_129802,5,0,30,19,12,17,155,0,0,
OG5_137883,26,16,16,10,2,15,62,0,0,
OG5_175598,2,8,0,0,0,2,2,0,3,
OG5_128289,73,89,36,21,25,48,200,0,12,
OG5_129801,55,0,5,3,14,0,5,0,0,
OG5_134040,57,0,21,12,5,12,107,0,0,
OG5_130569,6,0,32,18,14,13,124,0,0,
OG5_130568,6,0,34,17,15,17,129,0,0,
OG5_137538,60,0,38,5,9,17,115,0,0,
OG5_152189,18,0,12,7,15,11,65,0,21,
OG5_130213,33,0,10,10,24,26,14,0,0,
OG5_129377,76,0,29,10,29,4,85,0,0,
OG5_144691,19,1,6,2,1,6,47,0,2,
OG5_137084,64,0,21,2,19,31,88,0,0,
OG5_139831,29,11,18,5,1,0,55,0,0,
OG5_143366,7,1,2,6,6,1,12,0,0,
OG5_127856,38,0,17,16,31,34,120,0,0,
OG5_127854,50,0,40,11,36,34,160,0,0,
OG5_127858,47,0,18,16,17,17,78,0,0,
OG5_126700,77,505,36,21,36,42,183,0,86,
OG5_126705,82,4,45,24,40,43,201,0,9,
OG5_126706,92,0,49,30,54,61,260,0,0,
OG5_134500,3,159,2,2,1,0,2,0,69,
OG5_126708,91,457,45,21,43,44,174,0,86,
OG5_133146,32,0,16,8,11,15,56,0,1,
OG5_142355,16,3,19,2,2,10,44,0,0,
OG5_146852,55,0,10,12,10,17,108,0,0,
OG5_132308,30,46,17,6,11,12,40,0,0,
OG5_132304,9,0,1,0,6,0,2,0,0,
OG5_133548,74,0,12,17,5,5,87,0,0,
OG5_127277,77,13,26,17,28,24,102,0,0,
OG5_126679,82,508,46,23,36,62,220,0,87,
OG5_127273,79,0,47,26,46,55,238,0,0,
OG5_127272,77,172,40,22,36,41,172,0,90,
OG5_126671,69,514,40,18,33,46,144,0,58,
OG5_126672,64,0,12,9,31,7,82,0,0,
OG5_126673,80,434,31,23,31,39,156,0,58,
OG5_126674,55,308,27,13,33,40,151,0,46,
OG5_126676,83,417,41,20,39,55,224,0,53,
OG5_126677,76,520,44,27,38,45,206,0,74,
OG5_127070,71,0,33,20,44,41,149,0,0,
OG5_164915,17,0,4,2,3,1,38,0,0,
OG5_127072,82,0,47,26,43,53,223,0,7,
OG5_127074,62,251,36,16,27,45,165,0,50,
OG5_171295,1,0,3,0,0,1,40,0,0,
OG5_127079,64,407,32,15,29,34,168,0,50,
OG5_144510,4,0,2,7,0,3,4,0,0,
OG5_149833,54,30,34,11,14,32,129,0,1,
OG5_132547,10,0,4,5,14,10,12,0,0,
OG5_128929,73,1,23,13,20,12,137,0,0,
OG5_128921,17,0,6,6,21,5,22,0,0,
OG5_127475,59,17,24,6,20,19,122,0,0,
OG5_127474,71,0,41,18,34,48,187,0,0,
OG5_127476,48,41,15,16,34,30,141,0,90,
OG5_127471,61,184,31,18,36,38,164,0,22,
OG5_127470,69,67,24,13,27,17,124,0,0,
OG5_127473,47,0,21,7,33,32,214,0,0,
OG5_128034,72,15,12,19,35,40,46,0,0,
OG5_128035,61,2,31,12,30,28,101,0,4,
OG5_128037,68,3,39,16,25,36,56,0,0,
OG5_128030,22,10,23,14,19,16,97,0,0,
OG5_128031,84,5,45,25,29,49,215,0,6,
OG5_127614,70,0,34,18,34,9,135,0,0,
OG5_127617,78,0,23,24,32,26,129,0,0,
OG5_127616,87,2,47,20,41,43,203,0,14,
OG5_127610,54,156,37,5,21,41,160,0,5,
OG5_127613,50,265,19,16,27,18,106,0,4,
OG5_127619,63,0,40,17,36,44,171,0,0,
OG5_150270,45,0,2,4,0,9,42,0,0,
OG5_135307,5,132,21,0,0,35,63,0,2,
OG5_135658,54,0,32,7,5,30,175,0,0,
OG5_132127,9,0,7,2,9,9,34,0,0,
OG5_132126,3,0,19,11,13,12,87,0,0,
OG5_127758,72,0,33,17,28,42,191,0,0,
OG5_132947,24,21,3,3,4,2,10,0,0,
OG5_140190,1,27,0,0,0,0,0,0,16,
OG5_127759,84,0,45,26,41,50,220,0,34,
OG5_128458,59,0,25,12,22,39,162,0,0,
OG5_128102,52,68,14,8,17,5,71,0,1,
OG5_128105,59,0,13,11,25,13,71,0,0,
OG5_127109,73,374,22,16,35,41,84,0,86,
OG5_127101,59,48,28,14,34,25,151,0,1,
OG5_141485,19,0,11,5,8,11,50,0,0,
OG5_127102,81,0,45,26,41,53,223,0,92,
OG5_127104,55,5,27,15,34,35,132,0,0,
OG5_127107,45,0,23,14,28,34,161,0,0,
OG5_127299,39,0,30,10,26,43,160,0,0,
OG5_131029,47,0,33,18,23,26,150,0,0,
OG5_131024,13,1,19,17,10,15,123,0,0,
OG5_127297,50,0,29,11,29,32,137,0,0,
OG5_128852,37,11,20,15,20,19,96,0,0,
OG5_128581,59,0,38,19,27,38,167,0,0,
OG5_142821,19,0,7,5,2,18,35,0,0,
OG5_144332,21,40,19,2,0,5,75,0,5,
OG5_142829,3,37,28,0,1,13,66,0,0,
OG5_129675,6,0,32,18,14,8,149,0,0,
OG5_129674,31,0,6,2,12,5,33,0,0,
OG5_139549,84,8,37,12,19,18,132,0,0,
OG5_129678,10,0,7,6,8,14,32,0,0,
OG5_138019,1,0,0,0,3,0,4,0,0,
OG5_138018,5,0,23,6,5,13,74,0,0,
OG5_128219,56,0,34,15,25,39,146,0,1,
OG5_128215,74,0,42,14,32,44,164,0,0,
OG5_135305,47,2,20,10,17,21,85,0,0,
OG5_126886,48,66,34,18,32,41,176,0,0,
OG5_126885,83,0,42,22,40,38,227,0,0,
OG5_126880,62,139,28,14,26,37,132,0,15,
OG5_131070,39,68,7,9,14,17,64,0,0,
OG5_131155,42,1,16,6,12,23,68,0,0,
OG5_130686,5,0,32,15,15,13,120,0,0,
OG5_130687,10,0,29,13,12,15,116,0,0,
OG5_129078,20,0,8,5,29,28,62,0,0,
OG5_131771,20,6,7,2,7,11,56,0,0,
OG5_131772,23,0,12,5,6,28,35,0,0,
OG5_129070,56,0,37,8,21,35,156,0,19,
OG5_129272,6,0,2,1,14,10,55,0,0,
OG5_129274,21,0,15,10,25,23,59,0,0,
OG5_181514,6,99,6,6,4,3,15,0,1,
OG5_129276,82,0,31,17,30,48,161,0,0,
OG5_130173,55,0,30,5,17,17,130,0,1,
OG5_131481,7,0,19,12,12,10,86,0,0,
OG5_131487,48,4,20,6,14,17,36,0,0,
OG5_140859,33,0,14,5,0,0,55,0,0,
OG5_130772,8,0,9,3,6,1,23,0,0,
OG5_130771,16,0,13,3,8,20,42,0,0,
OG5_130777,18,0,13,6,10,23,33,0,0,
OG5_130775,39,0,16,17,8,11,96,0,0,
OG5_129181,88,0,47,19,30,34,188,0,0,
OG5_130779,5,0,21,17,12,12,108,0,0,
OG5_134274,43,1,9,3,14,2,16,0,0,
OG5_152422,43,22,15,5,2,1,41,0,0,
OG5_134692,39,0,1,0,11,0,6,0,0,
OG5_130193,41,10,31,12,12,16,143,0,0,
OG5_130191,44,0,31,20,21,25,85,0,0,
OG5_130196,56,0,36,7,13,38,133,0,0,
OG5_130197,72,0,39,15,20,29,139,0,0,
OG5_128643,53,0,28,14,24,43,116,0,0,
OG5_159628,17,6,12,0,0,4,36,0,0,
OG5_138761,29,0,29,5,10,14,85,0,0,
OG5_134459,42,0,27,6,10,13,93,0,0,
OG5_127913,13,512,11,5,13,21,55,0,0,
OG5_127910,43,0,35,21,26,28,121,0,0,
OG5_127916,62,0,44,15,26,44,182,0,0,
OG5_127914,56,0,30,16,32,34,112,0,0,
OG5_141501,45,3,11,7,13,13,130,0,0,
OG5_127918,27,0,18,10,24,24,75,0,0,
OG5_127919,44,0,24,10,30,36,100,0,0,
OG5_128646,47,0,21,10,23,39,127,0,0,
OG5_130517,51,0,38,13,10,34,84,0,0,
OG5_130228,5,0,16,16,13,11,94,0,0,
OG5_137505,10,6,29,0,9,43,95,0,0,
OG5_128510,55,3,36,12,28,38,183,0,7,
OG5_130358,22,0,19,4,10,27,45,0,0,
OG5_130359,5,0,24,14,12,8,96,0,0,
OG5_130428,21,0,8,10,10,1,30,0,0,
OG5_127820,63,0,42,20,26,38,188,0,51,
OG5_130764,5,0,26,13,13,5,72,0,0,
OG5_128450,3,0,31,19,16,12,132,0,0,
OG5_127829,42,0,28,7,29,39,77,0,0,
OG5_126712,77,7,46,27,36,48,220,0,0,
OG5_126719,48,0,36,9,34,39,144,0,0,
OG5_137346,21,9,15,10,10,7,76,0,0,
OG5_136328,22,1,18,3,12,18,56,0,0,
OG5_136323,49,0,8,4,13,3,70,0,0,
OG5_127002,74,489,46,25,33,51,229,0,2,
OG5_127100,84,32,45,22,37,49,223,0,76,
OG5_127557,67,0,41,15,27,44,169,0,0,
OG5_130100,71,0,16,9,23,0,7,0,0,
OG5_133082,28,173,14,5,18,15,52,0,87,
OG5_126668,93,511,49,26,46,59,240,0,93,
OG5_126665,54,507,23,16,33,32,132,0,48,
OG5_126662,75,463,45,29,29,52,213,0,69,
OG5_126661,49,276,31,8,22,33,106,0,27,
OG5_126660,59,0,37,17,37,30,161,0,0,
OG5_127596,33,0,18,15,27,15,74,0,0,
OG5_127597,71,0,39,21,31,36,180,0,0,
OG5_127046,73,0,43,20,40,55,226,0,93,
OG5_127047,68,0,41,18,28,48,190,0,0,
OG5_127592,69,0,39,22,36,39,172,0,71,
OG5_127593,66,0,37,19,39,50,206,0,38,
OG5_127042,88,0,39,9,33,26,164,0,2,
OG5_127043,50,379,15,14,27,37,102,0,52,
OG5_127049,39,123,30,18,27,41,163,0,42,
OG5_128939,53,0,36,7,18,48,140,0,0,
OG5_128938,13,65,17,10,12,27,86,0,9,
OG5_128933,36,0,31,9,22,34,101,0,0,
OG5_127441,53,131,29,13,28,35,150,0,0,
OG5_127444,57,0,15,12,19,13,91,0,0,
OG5_127447,80,10,46,23,40,48,195,0,92,
OG5_127448,72,0,39,19,32,56,211,0,0,
OG5_127628,16,56,21,9,24,19,104,0,0,
OG5_127620,74,51,29,15,22,19,160,0,2,
OG5_127623,81,0,44,21,33,48,204,0,0,
OG5_127625,30,0,16,11,17,22,114,0,0,
OG5_127626,36,221,22,5,31,24,75,0,87,
OG5_132444,15,363,1,0,1,0,0,0,25,
OG5_128735,60,46,27,13,28,40,102,0,27,
OG5_128734,14,0,28,5,9,15,104,0,0,
OG5_132937,44,23,10,9,18,9,22,0,0,
OG5_133429,38,20,13,1,24,5,24,0,2,
OG5_132933,32,0,0,1,6,10,8,0,0,
OG5_128738,65,0,18,1,25,14,34,0,0,
OG5_128448,55,0,30,14,29,28,97,0,0,
OG5_128582,4,506,2,0,3,3,23,0,33,
OG5_128118,68,72,43,16,28,37,167,0,1,
OG5_128443,74,0,42,19,32,49,169,0,0,
OG5_128114,16,183,13,4,25,2,74,0,1,
OG5_128444,28,13,20,14,26,31,88,0,0,
OG5_128111,68,0,43,14,32,31,167,0,14,
OG5_150104,1,83,8,0,1,0,21,0,0,
OG5_141497,44,2,33,10,9,23,131,0,0,
OG5_127139,49,0,32,9,17,10,121,0,0,
OG5_127134,84,0,45,25,43,54,229,0,0,
OG5_127136,44,0,23,6,3,23,71,0,1,
OG5_127137,87,0,47,25,40,54,224,0,0,
OG5_127130,90,0,49,30,48,58,240,0,0,
OG5_127131,66,0,20,23,29,11,128,0,0,
OG5_127132,80,1,47,30,39,58,219,0,39,
OG5_129863,21,0,27,10,7,11,143,0,0,
OG5_131016,45,0,21,1,16,20,12,0,0,
OG5_131018,40,30,25,9,24,26,73,0,0,
OG5_128595,52,0,35,9,21,46,139,0,0,
OG5_128844,47,0,28,11,27,26,85,0,0,
OG5_129513,21,0,15,6,23,23,70,0,0,
OG5_128020,75,68,35,21,30,38,174,0,2,
OG5_128025,63,0,41,17,23,32,181,0,0,
OG5_129886,67,4,26,14,27,33,171,0,1,
OG5_129885,88,0,26,16,47,12,69,0,0,
OG5_128202,22,0,37,11,22,16,131,0,0,
OG5_128201,38,0,22,9,26,34,104,0,0,
OG5_128200,39,0,22,8,29,19,96,0,0,
OG5_128207,63,0,43,23,32,39,181,0,0,
OG5_129490,20,0,19,2,24,21,51,0,0,
OG5_126872,86,0,47,28,44,56,235,0,49,
OG5_126877,88,0,46,26,40,59,245,0,0,
OG5_126874,90,0,47,31,51,59,236,0,93,
OG5_126878,52,323,37,18,30,44,161,0,86,
OG5_126879,49,0,38,10,25,32,190,0,0,
OG5_127524,78,306,40,16,39,48,168,0,17,
OG5_134510,34,0,4,7,5,0,8,0,0,
OG5_131748,47,0,18,4,11,12,43,0,0,
OG5_129084,72,0,10,9,25,18,48,0,1,
OG5_129249,46,2,34,12,18,33,110,0,0,
OG5_129245,32,182,9,9,13,10,52,0,0,
OG5_129247,65,0,28,24,23,28,99,0,0,
OG5_129034,58,1,4,1,32,1,11,0,0,
OG5_129241,33,0,13,9,19,5,38,0,0,
OG5_131346,47,0,26,5,19,22,126,0,0,
OG5_126986,91,0,45,29,48,57,242,0,94,
OG5_126984,77,113,47,26,43,55,203,0,6,
OG5_172747,1,0,1,0,0,0,74,0,0,
OG5_126981,80,0,37,21,29,43,89,0,0,
OG5_130769,41,119,14,17,10,4,110,0,6,
OG5_129642,73,0,37,15,26,36,142,0,0,
OG5_127528,71,10,37,19,33,44,175,0,75,
OG5_126988,87,0,46,27,45,54,229,0,90,
OG5_130185,43,0,24,5,23,20,83,0,0,
OG5_134423,12,0,10,0,4,6,14,0,0,
OG5_127901,32,0,39,15,26,32,124,0,0,
OG5_127900,50,0,20,11,32,40,149,0,0,
OG5_127903,61,0,32,17,30,43,172,0,0,
OG5_127904,73,0,44,16,31,42,199,0,3,
OG5_127907,25,0,14,11,19,25,97,0,0,
OG5_127906,53,3,22,18,30,29,113,0,0,
OG5_127908,31,51,10,5,10,7,49,0,1,
OG5_131586,14,0,8,0,13,11,3,0,0,
OG5_130500,50,1,33,14,17,21,159,0,0,
OG5_131584,28,0,17,3,13,9,92,0,0,
OG5_128213,25,90,12,4,21,20,79,0,1,
OG5_130508,69,0,24,17,18,16,9,0,0,
OG5_130233,14,0,35,17,13,20,136,0,0,
OG5_126965,86,0,48,30,47,59,248,0,92,
OG5_127703,39,0,9,20,25,16,101,0,57,
OG5_127702,45,0,30,16,28,41,149,0,5,
OG5_127252,47,231,18,9,17,16,61,0,27,
OG5_127835,27,0,13,5,22,23,88,0,0,
OG5_127834,79,0,47,23,36,51,218,0,20,
OG5_127831,74,11,41,26,36,50,209,0,5,
OG5_127833,70,0,44,10,33,55,188,0,0,
OG5_127832,78,0,46,25,41,45,205,0,11,
OG5_130346,25,0,39,18,18,22,193,0,0,
OG5_130432,9,0,9,12,13,9,88,0,0,
OG5_140406,51,0,30,14,6,3,125,0,0,
OG5_132094,26,15,17,2,11,6,35,0,2,
OG5_127090,89,0,47,31,52,55,227,0,91,
OG5_146895,24,0,20,3,1,15,77,0,0,
OG5_132329,5,0,19,10,12,14,89,0,0,
OG5_144653,55,4,38,17,19,25,142,0,0,
OG5_133520,42,31,34,1,13,7,45,0,2,
OG5_126691,39,363,8,12,32,21,89,0,78,
OG5_126696,89,0,48,29,44,55,246,0,3,
OG5_126694,21,28,18,11,32,22,93,0,91,
OG5_127053,80,0,44,17,29,50,192,0,0,
OG5_127051,91,0,49,27,46,56,229,0,89,
OG5_127050,88,0,48,31,50,54,219,0,95,
OG5_127057,75,71,35,21,33,37,185,0,1,
OG5_127054,65,249,24,16,24,26,159,0,61,
OG5_127587,52,0,34,16,19,47,150,0,0,
OG5_127586,28,0,31,25,23,27,155,0,0,
OG5_127580,83,0,45,19,38,43,204,0,0,
OG5_132211,23,0,13,3,5,13,72,0,0,
OG5_159288,23,0,10,5,1,10,53,0,0,
OG5_128901,16,0,8,3,22,16,32,0,0,
OG5_128905,14,262,33,17,0,50,212,0,36,
OG5_131900,35,0,19,7,13,33,94,0,0,
OG5_131908,8,0,32,16,9,13,115,0,0,
OG5_127456,77,43,45,21,38,52,206,0,65,
OG5_127453,48,0,31,13,33,29,128,0,0,
OG5_127452,77,13,40,21,36,56,228,0,0,
OG5_127451,81,0,42,19,29,41,183,0,0,
OG5_127450,54,0,38,15,31,38,186,0,0,
OG5_133638,20,0,1,0,8,2,8,0,0,
OG5_133303,2,258,2,0,0,5,11,0,28,
OG5_132851,22,1,8,1,12,25,51,0,0,
OG5_135657,7,81,17,6,1,3,36,0,1,
OG5_132855,50,0,5,6,16,3,13,0,0,
OG5_127639,75,0,46,22,30,44,189,0,2,
OG5_128690,33,0,32,11,21,31,133,0,0,
OG5_132858,50,0,25,6,10,19,70,0,0,
OG5_128692,33,0,8,8,12,17,69,0,0,
OG5_128695,63,48,33,12,26,25,154,0,0,
OG5_140025,15,1,11,4,4,2,24,0,0,
OG5_134286,64,0,27,12,10,6,65,0,0,
OG5_132104,39,0,32,4,9,20,157,0,0,
OG5_132695,10,0,7,0,10,8,13,0,0,
OG5_132692,38,0,25,0,15,17,29,0,0,
OG5_164794,52,130,22,13,22,7,88,0,0,
OG5_128479,38,0,29,6,27,27,117,0,0,
OG5_128476,72,28,35,17,23,33,130,0,0,
OG5_128477,39,0,20,12,24,21,102,0,0,
OG5_127123,55,0,26,15,20,28,152,0,0,
OG5_127121,63,346,28,14,33,47,114,0,1,
OG5_127120,49,0,29,8,24,25,146,0,0,
OG5_127127,82,0,47,22,39,55,221,0,93,
OG5_127124,90,8,30,12,33,15,99,0,0,
OG5_127128,90,0,47,28,47,57,224,0,11,
OG5_128879,41,0,35,6,20,23,113,0,0,
OG5_129874,72,13,24,12,33,14,141,0,0,
OG5_129871,34,0,20,1,13,14,88,0,0,
OG5_128870,86,0,42,16,31,17,147,0,0,
OG5_129277,35,5,35,20,15,27,158,0,0,
OG5_128056,74,6,45,23,36,48,206,0,3,
OG5_128057,32,0,25,6,25,31,99,0,0,
OG5_149360,37,0,6,5,8,4,68,0,0,
OG5_129891,77,0,38,10,17,23,194,0,0,
OG5_129894,67,0,26,14,9,13,113,0,1,
OG5_128273,13,352,6,3,12,16,30,0,63,
OG5_129672,5,0,25,15,14,13,126,0,0,
OG5_128279,65,0,32,15,26,26,105,0,0,
OG5_126863,70,496,42,20,35,43,175,0,94,
OG5_126867,83,0,47,26,43,50,240,0,84,
OG5_126866,38,296,36,10,24,31,155,0,29,
OG5_126869,60,0,27,18,32,32,159,0,0,
OG5_126868,71,0,40,18,35,45,162,0,0,
OG5_163367,36,4,28,13,14,19,74,0,0,
OG5_134983,29,0,8,3,6,1,2,0,0,
OG5_129471,15,0,13,7,10,10,69,0,0,
OG5_135457,7,0,19,7,10,11,79,0,0,
OG5_129090,39,0,24,6,29,36,45,0,0,
OG5_131751,13,6,9,4,12,8,12,0,0,
OG5_131757,51,278,3,5,3,3,4,0,68,
OG5_134508,4,96,2,5,1,0,38,0,34,
OG5_129250,45,0,40,9,17,31,144,0,0,
OG5_129257,64,69,17,11,30,9,105,0,16,
OG5_129256,39,0,29,13,27,34,119,0,0,
OG5_128303,61,0,41,14,28,39,162,0,0,
OG5_131358,53,0,23,12,12,14,81,0,0,
OG5_134187,88,0,21,20,25,1,51,0,0,
OG5_126995,95,0,36,19,40,20,123,0,2,
OG5_126993,81,1,46,22,48,57,231,0,94,
OG5_129657,39,0,19,10,19,32,48,0,0,
OG5_138560,6,3,2,8,1,0,4,0,30,
OG5_126999,51,231,13,10,30,43,77,0,0,
OG5_126998,80,0,44,27,46,52,218,0,17,
OG5_137747,24,8,8,1,9,22,33,0,1,
OG5_127382,78,0,43,22,38,50,187,0,0,
OG5_128147,55,36,36,16,29,28,180,0,1,
OG5_127933,74,0,46,20,35,45,195,0,0,
OG5_139580,2,0,3,1,0,19,3,0,0,
OG5_127939,51,0,36,9,18,32,130,0,0,
OG5_138698,1,0,4,0,3,2,14,0,0,
OG5_130246,39,0,25,10,13,23,105,0,0,
OG5_149969,35,0,12,3,0,19,36,0,0,
OG5_137293,9,0,2,2,18,0,27,0,0,
OG5_130249,53,0,22,8,10,18,29,0,0,
OG5_143849,16,0,5,7,3,1,37,0,0,
OG5_127800,61,1,41,24,21,30,196,0,0,
OG5_127803,75,0,33,15,28,33,177,0,0,
OG5_127804,64,10,36,18,31,42,186,0,1,
OG5_127806,57,0,40,20,25,42,155,0,0,
OG5_130408,5,1,32,16,12,14,127,0,0,
OG5_130406,53,0,13,7,20,12,62,0,3,
OG5_131501,81,2,29,23,22,6,115,0,6,
OG5_139974,12,0,1,2,7,0,55,0,0,
OG5_143205,8,0,7,2,0,0,28,0,0,
OG5_136346,32,1,36,3,19,29,114,0,0,
OG5_136342,12,4,10,6,4,9,41,0,0,
OG5_127733,72,0,40,17,31,44,192,0,0,
OG5_136163,4,0,6,0,2,2,20,0,0,
OG5_143141,15,0,21,6,1,16,62,0,0,
OG5_126681,91,513,48,31,47,61,239,0,93,
OG5_126687,89,509,49,27,45,57,238,0,94,
OG5_127029,79,25,45,25,44,56,231,0,93,
OG5_127026,44,73,39,17,16,25,179,0,1,
OG5_127027,59,492,41,15,30,50,161,0,13,
OG5_127025,88,0,49,26,43,58,223,0,30,
OG5_127022,87,4,47,26,46,58,240,0,81,
OG5_127020,72,406,45,19,36,48,208,0,59,
OG5_136015,50,0,15,3,12,9,39,0,0,
OG5_128912,80,3,25,4,30,19,54,0,0,
OG5_131912,60,0,27,10,12,23,90,0,0,
OG5_130458,38,0,34,9,21,29,78,0,1,
OG5_133191,39,0,27,12,18,24,64,0,1,
OG5_128125,37,0,13,13,25,25,99,0,0,
OG5_133194,35,0,21,3,12,10,44,0,0,
OG5_128120,73,0,38,11,30,38,153,0,0,
OG5_127430,91,0,43,23,38,55,240,0,0,
OG5_126930,91,0,49,30,48,55,229,0,89,
OG5_127345,65,0,36,16,33,44,184,0,83,
OG5_127333,78,0,47,22,39,51,231,0,0,
OG5_127331,87,0,48,20,37,50,226,0,0,
OG5_127488,79,1,46,25,30,44,214,0,93,
OG5_127484,78,0,43,26,35,53,217,0,0,
OG5_127339,72,0,44,21,38,47,209,0,93,
OG5_127480,64,0,36,18,32,40,174,0,0,
OG5_127481,73,0,45,21,25,42,190,0,0,
OG5_127483,71,4,44,21,39,46,188,0,69,
OG5_132466,20,0,6,10,13,1,74,0,0,
OG5_144490,4,0,1,4,0,4,12,0,0,
OG5_132916,1,466,5,0,0,8,12,0,3,
OG5_126688,89,509,49,29,46,54,232,0,93,
OG5_142633,48,0,16,15,12,14,111,0,0,
OG5_128129,66,0,22,12,28,37,136,0,0,
OG5_149687,30,0,4,3,3,13,24,0,0,
OG5_128466,22,133,16,12,22,19,37,0,2,
OG5_127156,87,0,47,21,39,52,217,0,0,
OG5_127157,51,304,24,15,31,19,96,0,25,
OG5_127154,74,159,35,19,33,44,193,0,91,
OG5_127153,68,0,45,21,34,53,185,0,0,
OG5_128866,38,0,8,4,22,13,80,0,0,
OG5_128862,64,2,18,11,26,3,52,0,0,
OG5_132006,11,87,9,1,9,0,36,0,3,
OG5_132005,7,0,24,11,6,10,32,0,0,
OG5_132003,9,0,7,1,13,12,17,0,0,
OG5_132000,51,0,26,9,10,15,87,0,0,
OG5_128044,65,0,22,16,26,19,72,0,0,
OG5_128041,45,0,38,19,34,42,162,0,0,
OG5_128040,33,10,22,14,31,32,118,0,1,
OG5_132009,54,0,38,4,11,7,14,0,0,
OG5_129312,36,0,34,10,16,28,139,0,0,
OG5_139576,72,0,24,14,15,17,182,0,0,
OG5_129318,67,0,27,8,24,41,110,0,0,
OG5_146790,31,0,16,2,12,5,66,0,0,
OG5_128265,84,0,43,18,30,43,182,0,0,
OG5_128263,42,1,35,10,26,22,105,0,1,
OG5_128269,84,0,36,22,41,20,145,0,0,
OG5_135281,42,1,13,6,5,6,51,0,0,
OG5_126856,38,0,23,11,26,30,117,0,0,
OG5_126850,53,0,27,9,29,39,164,0,0,
OG5_126851,52,517,25,11,32,39,138,0,92,
OG5_126852,89,0,49,29,49,56,239,0,91,
OG5_135286,47,0,11,0,8,3,40,0,0,
OG5_126858,33,385,14,8,20,29,76,0,67,
OG5_129793,53,0,35,5,21,29,97,0,0,
OG5_132710,76,3,30,14,13,1,127,0,4,
OG5_126983,91,0,46,28,51,60,237,0,90,
OG5_132716,62,0,20,13,26,18,153,0,0,
